id,school,zh,city,usNews,qs,nobel,costUG,admitUG,cdsC7Status,cdsC7Year,cdsC7Source,costStatus,admitStatus,nobelStatus,tuitionSource,nobelSource,scorecardSource
"nc-state","NC State","北卡州立大学","Raleigh, NC","56","311","0","57000","45.6","pending-official-cds","待核验","https://www.google.com/search?q=NC%20State%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=NC%20State%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=NC%20State%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=NC%20State"
"stony-brook","Stony Brook","石溪大学","Stony Brook, NY","57","460","3","57000","46.7","pending-official-cds","待核验","https://www.google.com/search?q=Stony%20Brook%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Stony%20Brook%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Stony%20Brook%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Stony%20Brook"
"rpi","RPI","伦斯勒理工学院","Troy, NY","58","601","0","78000","47.8","pending-official-cds","待核验","https://www.google.com/search?q=RPI%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=RPI%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=RPI%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=RPI"
"santa-clara","Santa Clara","圣塔克拉拉大学","Santa Clara, CA","59","1001","0","84000","48.9","pending-official-cds","待核验","https://www.google.com/search?q=Santa%20Clara%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Santa%20Clara%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Santa%20Clara%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Santa%20Clara"
"gwu","George Washington","乔治华盛顿大学","Washington, DC","60","362","0","84000","50","pending-official-cds","待核验","https://www.google.com/search?q=George%20Washington%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=George%20Washington%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=George%20Washington%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=George%20Washington"
"syracuse","Syracuse","雪城大学","Syracuse, NY","61","781","0","77000","51.1","pending-official-cds","待核验","https://www.google.com/search?q=Syracuse%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Syracuse%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Syracuse%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Syracuse"
"penn-state","Penn State","宾州州立大学","University Park, PA","62","269","2","56000","52.2","pending-official-cds","待核验","https://www.google.com/search?q=Penn%20State%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Penn%20State%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Penn%20State%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Penn%20State"
"miami","Miami","迈阿密大学","Coral Gables, FL","63","324","0","83000","53.3","pending-official-cds","待核验","https://www.google.com/search?q=Miami%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Miami%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Miami%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Miami"
"umass","UMass Amherst","马萨诸塞大学阿默斯特分校","Amherst, MA","64","275","2","56000","54.4","pending-official-cds","待核验","https://www.google.com/search?q=UMass%20Amherst%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=UMass%20Amherst%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=UMass%20Amherst%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=UMass%20Amherst"
"pitt","Pittsburgh","匹兹堡大学","Pittsburgh, PA","65","275","3","59000","55.5","pending-official-cds","待核验","https://www.google.com/search?q=Pittsburgh%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Pittsburgh%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Pittsburgh%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Pittsburgh"
"indiana","Indiana Bloomington","印第安纳大学伯明顿分校","Bloomington, IN","66","1001","0","56000","56.6","pending-official-cds","待核验","https://www.google.com/search?q=Indiana%20Bloomington%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Indiana%20Bloomington%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Indiana%20Bloomington%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Indiana%20Bloomington"
"uconn","UConn","康涅狄格大学","Storrs, CT","67","565","0","55000","57.7","pending-official-cds","待核验","https://www.google.com/search?q=UConn%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=UConn%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=UConn%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=UConn"
"fordham","Fordham","福特汉姆大学","New York, NY","68","1001","0","83000","58.8","pending-official-cds","待核验","https://www.google.com/search?q=Fordham%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Fordham%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Fordham%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Fordham"
"brandeis","Brandeis","布兰迪斯大学","Waltham, MA","69","721","1","76000","59.9","pending-official-cds","待核验","https://www.google.com/search?q=Brandeis%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Brandeis%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Brandeis%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Brandeis"
"wpi","WPI","伍斯特理工学院","Worcester, MA","70","851","0","76000","61","pending-official-cds","待核验","https://www.google.com/search?q=WPI%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=WPI%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=WPI%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=WPI"
"tulane","Tulane","杜兰大学","New Orleans, LA","71","631","0","80000","62.6","pending-official-cds","待核验","https://www.google.com/search?q=Tulane%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Tulane%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Tulane%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Tulane"
"clemson","Clemson","克莱姆森大学","Clemson, SC","72","951","0","55000","63.2","pending-official-cds","待核验","https://www.google.com/search?q=Clemson%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Clemson%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Clemson%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Clemson"
"colorado","Colorado Boulder","科罗拉多大学博尔德分校","Boulder, CO","73","320","5","55000","63.8","pending-official-cds","待核验","https://www.google.com/search?q=Colorado%20Boulder%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Colorado%20Boulder%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Colorado%20Boulder%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Colorado%20Boulder"
"stevens","Stevens Institute of Technology","史蒂文斯理工学院","Hoboken, NJ","74","701","0","83000","64.4","pending-official-cds","待核验","https://www.google.com/search?q=Stevens%20Institute%20of%20Technology%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Stevens%20Institute%20of%20Technology%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Stevens%20Institute%20of%20Technology%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Stevens%20Institute%20of%20Technology"
"pepperdine","Pepperdine","佩珀代因大学","Malibu, CA","75","1001","0","83000","65","pending-official-cds","待核验","https://www.google.com/search?q=Pepperdine%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Pepperdine%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Pepperdine%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Pepperdine"
"delaware","Delaware","特拉华大学","Newark, DE","76","1001","0","55000","65.6","pending-official-cds","待核验","https://www.google.com/search?q=Delaware%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Delaware%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Delaware%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Delaware"
"auburn","Auburn","奥本大学","Auburn, AL","77","951","0","55000","66.2","pending-official-cds","待核验","https://www.google.com/search?q=Auburn%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Auburn%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Auburn%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Auburn"
"uic","UIC","伊利诺伊大学芝加哥分校","Chicago, IL","78","323","0","59000","66.8","pending-official-cds","待核验","https://www.google.com/search?q=UIC%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=UIC%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=UIC%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=UIC"
"baylor","Baylor","贝勒大学","Waco, TX","79","1001","0","76000","67.4","pending-official-cds","待核验","https://www.google.com/search?q=Baylor%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Baylor%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Baylor%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Baylor"
"oregon","Oregon","俄勒冈大学","Eugene, OR","80","1001","0","55000","68","pending-official-cds","待核验","https://www.google.com/search?q=Oregon%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Oregon%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Oregon%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Oregon"
"denver","Denver","丹佛大学","Denver, CO","81","901","0","80000","68.6","pending-official-cds","待核验","https://www.google.com/search?q=Denver%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Denver%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Denver%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Denver"
"san-diego","San Diego","圣地亚哥大学","San Diego, CA","82","1001","0","83000","69.2","pending-official-cds","待核验","https://www.google.com/search?q=San%20Diego%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=San%20Diego%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=San%20Diego%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=San%20Diego"
"clark","Clark","克拉克大学","Worcester, MA","83","1001","0","76000","69.8","pending-official-cds","待核验","https://www.google.com/search?q=Clark%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Clark%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Clark%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Clark"
"american","American","美利坚大学","Washington, DC","84","791","0","83000","70.4","pending-official-cds","待核验","https://www.google.com/search?q=American%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=American%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=American%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=American"
"marquette","Marquette","马凯特大学","Milwaukee, WI","85","1001","0","80000","71","pending-official-cds","待核验","https://www.google.com/search?q=Marquette%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Marquette%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Marquette%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Marquette"
"loyola","Loyola Chicago","芝加哥洛约拉大学","Chicago, IL","86","1001","0","80000","71.6","pending-official-cds","待核验","https://www.google.com/search?q=Loyola%20Chicago%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Loyola%20Chicago%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Loyola%20Chicago%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Loyola%20Chicago"
"gonzaga","Gonzaga","贡萨加大学","Spokane, WA","87","1001","0","76000","72.2","pending-official-cds","待核验","https://www.google.com/search?q=Gonzaga%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Gonzaga%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Gonzaga%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Gonzaga"
"howard","Howard","霍华德大学","Washington, DC","88","1001","0","83000","72.8","pending-official-cds","待核验","https://www.google.com/search?q=Howard%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Howard%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Howard%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Howard"
"drexel","Drexel","德雷塞尔大学","Philadelphia, PA","89","721","0","80000","73.4","pending-official-cds","待核验","https://www.google.com/search?q=Drexel%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Drexel%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Drexel%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Drexel"
"rit","RIT","罗切斯特理工学院","Rochester, NY","90","1001","0","76000","74","pending-official-cds","待核验","https://www.google.com/search?q=RIT%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=RIT%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=RIT%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=RIT"
"iowa","Iowa","爱荷华大学","Iowa City, IA","91","1001","0","55000","74.6","pending-official-cds","待核验","https://www.google.com/search?q=Iowa%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Iowa%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Iowa%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Iowa"
"arizona","Arizona","亚利桑那大学","Tucson, AZ","92","285","3","59000","75.2","pending-official-cds","待核验","https://www.google.com/search?q=Arizona%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Arizona%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Arizona%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Arizona"
"asu","Arizona State","亚利桑那州立大学","Tempe, AZ","93","200","0","59000","75.8","pending-official-cds","待核验","https://www.google.com/search?q=Arizona%20State%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Arizona%20State%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Arizona%20State%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Arizona%20State"
"ut-dallas","UT Dallas","德州大学达拉斯分校","Richardson, TX","94","596","0","55000","76.4","pending-official-cds","待核验","https://www.google.com/search?q=UT%20Dallas%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=UT%20Dallas%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=UT%20Dallas%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=UT%20Dallas"
"colorado-state","Colorado State","科罗拉多州立大学","Fort Collins, CO","95","442","0","55000","77","pending-official-cds","待核验","https://www.google.com/search?q=Colorado%20State%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Colorado%20State%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Colorado%20State%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Colorado%20State"
"oregon-state","Oregon State","俄勒冈州立大学","Corvallis, OR","96","641","0","55000","77.6","pending-official-cds","待核验","https://www.google.com/search?q=Oregon%20State%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Oregon%20State%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Oregon%20State%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Oregon%20State"
"kansas","Kansas","堪萨斯大学","Lawrence, KS","97","1001","0","55000","78.2","pending-official-cds","待核验","https://www.google.com/search?q=Kansas%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Kansas%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Kansas%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Kansas"
"missouri","Missouri","密苏里大学","Columbia, MO","98","1001","0","55000","78.8","pending-official-cds","待核验","https://www.google.com/search?q=Missouri%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Missouri%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Missouri%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Missouri"
"utah","Utah","犹他大学","Salt Lake City, UT","99","531","1","55000","79.4","pending-official-cds","待核验","https://www.google.com/search?q=Utah%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Utah%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Utah%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Utah"
"tennessee","Tennessee","田纳西大学","Knoxville, TN","100","1001","0","55000","80","pending-official-cds","待核验","https://www.google.com/search?q=Tennessee%20Common%20Data%20Set%202024%202025%20C7%20official","estimated-needs-official-tuition-check","estimated-needs-CDS-or-Scorecard-check","needs-official-awards-check","https://www.google.com/search?q=Tennessee%20cost%20of%20attendance%20tuition%20fees%20official","https://www.google.com/search?q=Tennessee%20Nobel%20laureates%20official","https://collegescorecard.ed.gov/search/?search=Tennessee"
